,Tickets,Weights
0,AD.AS,0.24927590028619556
1,AIR.PA,1.8973538018496328e-18
2,ASML.AS,0.012666596185455674
3,BAS.DE,0.03729182465773998
4,BMW.DE,0.0591560153412768
5,BNP.PA,0.0012178052288664227
6,ENEL.MI,0.04889801409285627
7,OR.PA,0.01146533083864075
8,SAN.PA,0.1531101973128246
9,SAP.DE,0.12713698267769408
10,SIE.DE,0.0
11,UNA.AS,0.29978133337844987
12,VOW3.DE,5.204170427930421e-18
